,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
427,Belgium,BEL,2021-02-08,466568.0,347210.0,119358.0,18621.0,4.03,3.0,1.03,1607.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
428,Belgium,BEL,2021-02-09,492796.0,354724.0,138072.0,19134.0,4.25,3.06,1.19,1651.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
429,Belgium,BEL,2021-02-10,516814.0,361192.0,155622.0,18500.0,4.46,3.12,1.34,1596.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
430,Belgium,BEL,2021-02-11,550497.0,368524.0,181973.0,18815.0,4.75,3.18,1.57,1623.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
431,Belgium,BEL,2021-02-12,582575.0,374572.0,208003.0,19280.0,5.03,3.23,1.79,1664.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
432,Belgium,BEL,2021-02-13,590503.0,375107.0,215396.0,19522.0,5.1,3.24,1.86,1684.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
433,Belgium,BEL,2021-02-14,592421.0,375180.0,217241.0,19351.0,5.11,3.24,1.87,1670.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
434,Belgium,BEL,2021-02-15,604480.0,376780.0,227700.0,19702.0,5.22,3.25,1.96,1700.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
435,Belgium,BEL,2021-02-16,617478.0,380542.0,236936.0,17812.0,5.33,3.28,2.04,1537.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
436,Belgium,BEL,2021-02-17,632852.0,385832.0,247020.0,16577.0,5.46,3.33,2.13,1430.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
437,Belgium,BEL,2021-02-18,654267.0,394159.0,260108.0,14824.0,5.65,3.4,2.24,1279.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
438,Belgium,BEL,2021-02-19,678128.0,408249.0,269879.0,13650.0,5.85,3.52,2.33,1178.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
439,Belgium,BEL,2021-02-20,681759.0,410850.0,270909.0,13037.0,5.88,3.54,2.34,1125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
440,Belgium,BEL,2021-02-21,682880.0,411959.0,270921.0,12923.0,5.89,3.55,2.34,1115.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
441,Belgium,BEL,2021-02-22,688160.0,416129.0,272031.0,11954.0,5.94,3.59,2.35,1031.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano
442,Bermuda,BMU,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfizer/BioNTech,Government of Bermuda
443,Bermuda,BMU,2021-01-11,0.0,0.0,0.0,278.0,0.0,0.0,0.0,4464.0,Pfizer/BioNTech,Government of Bermuda
444,Bermuda,BMU,2021-01-12,0.0,0.0,0.0,278.0,0.0,0.0,0.0,4464.0,Pfizer/BioNTech,Government of Bermuda
445,Bermuda,BMU,2021-01-13,0.0,0.0,0.0,278.0,0.0,0.0,0.0,4464.0,Pfizer/BioNTech,Government of Bermuda
446,Bermuda,BMU,2021-01-14,0.0,0.0,0.0,278.0,0.0,0.0,0.0,4464.0,Pfizer/BioNTech,Government of Bermuda
447,Bermuda,BMU,2021-01-15,0.0,0.0,0.0,278.0,0.0,0.0,0.0,4464.0,Pfizer/BioNTech,Government of Bermuda
448,Bermuda,BMU,2021-01-16,1665.0,1665.0,0.0,278.0,2.67,2.67,0.0,4464.0,Pfizer/BioNTech,Government of Bermuda
449,Bermuda,BMU,2021-01-17,0.0,0.0,0.0,264.0,0.0,0.0,0.0,4239.0,Pfizer/BioNTech,Government of Bermuda
450,Bermuda,BMU,2021-01-18,0.0,0.0,0.0,250.0,0.0,0.0,0.0,4015.0,Pfizer/BioNTech,Government of Bermuda
451,Bermuda,BMU,2021-01-19,0.0,0.0,0.0,236.0,0.0,0.0,0.0,3790.0,Pfizer/BioNTech,Government of Bermuda
452,Bermuda,BMU,2021-01-20,0.0,0.0,0.0,222.0,0.0,0.0,0.0,3565.0,Pfizer/BioNTech,Government of Bermuda
453,Bermuda,BMU,2021-01-21,0.0,0.0,0.0,209.0,0.0,0.0,0.0,3356.0,Pfizer/BioNTech,Government of Bermuda
454,Bermuda,BMU,2021-01-22,0.0,0.0,0.0,195.0,0.0,0.0,0.0,3131.0,Pfizer/BioNTech,Government of Bermuda
455,Bermuda,BMU,2021-01-23,2932.0,2932.0,0.0,181.0,4.71,4.71,0.0,2907.0,Pfizer/BioNTech,Government of Bermuda
456,Bermuda,BMU,2021-01-24,0.0,0.0,0.0,195.0,0.0,0.0,0.0,3131.0,Pfizer/BioNTech,Government of Bermuda
457,Bermuda,BMU,2021-01-25,0.0,0.0,0.0,209.0,0.0,0.0,0.0,3356.0,Pfizer/BioNTech,Government of Bermuda
458,Bermuda,BMU,2021-01-26,0.0,0.0,0.0,224.0,0.0,0.0,0.0,3597.0,Pfizer/BioNTech,Government of Bermuda
459,Bermuda,BMU,2021-01-27,0.0,0.0,0.0,238.0,0.0,0.0,0.0,3822.0,Pfizer/BioNTech,Government of Bermuda
460,Bermuda,BMU,2021-01-28,0.0,0.0,0.0,252.0,0.0,0.0,0.0,4047.0,Pfizer/BioNTech,Government of Bermuda
461,Bermuda,BMU,2021-01-29,0.0,0.0,0.0,266.0,0.0,0.0,0.0,4272.0,Pfizer/BioNTech,Government of Bermuda
462,Bermuda,BMU,2021-01-30,4897.0,4897.0,0.0,281.0,7.86,7.86,0.0,4512.0,Pfizer/BioNTech,Government of Bermuda
463,Bermuda,BMU,2021-01-31,0.0,0.0,0.0,326.0,0.0,0.0,0.0,5235.0,Pfizer/BioNTech,Government of Bermuda
464,Bermuda,BMU,2021-02-01,0.0,0.0,0.0,372.0,0.0,0.0,0.0,5974.0,Pfizer/BioNTech,Government of Bermuda
465,Bermuda,BMU,2021-02-02,0.0,0.0,0.0,417.0,0.0,0.0,0.0,6696.0,Pfizer/BioNTech,Government of Bermuda
466,Bermuda,BMU,2021-02-03,0.0,0.0,0.0,463.0,0.0,0.0,0.0,7435.0,Pfizer/BioNTech,Government of Bermuda
467,Bermuda,BMU,2021-02-04,0.0,0.0,0.0,509.0,0.0,0.0,0.0,8174.0,Pfizer/BioNTech,Government of Bermuda
468,Bermuda,BMU,2021-02-05,0.0,0.0,0.0,554.0,0.0,0.0,0.0,8896.0,Pfizer/BioNTech,Government of Bermuda
469,Bermuda,BMU,2021-02-06,9095.0,7504.0,1591.0,600.0,14.61,12.05,2.55,9635.0,Pfizer/BioNTech,Government of Bermuda
470,Bermuda,BMU,2021-02-07,0.0,0.0,0.0,557.0,0.0,0.0,0.0,8944.0,Pfizer/BioNTech,Government of Bermuda
471,Bermuda,BMU,2021-02-08,0.0,0.0,0.0,515.0,0.0,0.0,0.0,8270.0,Pfizer/BioNTech,Government of Bermuda
472,Bermuda,BMU,2021-02-09,10000.0,8400.0,1600.0,472.0,16.06,13.49,2.57,7580.0,Pfizer/BioNTech,Government of Bermuda
473,Bermuda,BMU,2021-02-10,0.0,0.0,0.0,461.0,0.0,0.0,0.0,7403.0,Pfizer/BioNTech,Government of Bermuda
474,Bermuda,BMU,2021-02-11,0.0,0.0,0.0,451.0,0.0,0.0,0.0,7242.0,Pfizer/BioNTech,Government of Bermuda
475,Bermuda,BMU,2021-02-12,0.0,0.0,0.0,440.0,0.0,0.0,0.0,7066.0,Pfizer/BioNTech,Government of Bermuda
476,Bermuda,BMU,2021-02-13,0.0,0.0,0.0,430.0,0.0,0.0,0.0,6905.0,Pfizer/BioNTech,Government of Bermuda
477,Bermuda,BMU,2021-02-14,0.0,0.0,0.0,462.0,0.0,0.0,0.0,7419.0,Pfizer/BioNTech,Government of Bermuda
478,Bermuda,BMU,2021-02-15,13155.0,0.0,0.0,494.0,21.12,0.0,0.0,7933.0,Pfizer/BioNTech,Government of Bermuda
479,Bolivia,BOL,2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sputnik V,Ministry of Health
480,Bolivia,BOL,2021-01-29,12.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,Sputnik V,Ministry of Health
481,Bolivia,BOL,2021-01-30,39.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,Sputnik V,Ministry of Health
482,Bolivia,BOL,2021-01-31,67.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,Sputnik V,Ministry of Health
483,Bolivia,BOL,2021-02-01,570.0,0.0,0.0,142.0,0.0,0.0,0.0,12.0,Sputnik V,Ministry of Health
484,Bolivia,BOL,2021-02-02,1593.0,0.0,0.0,319.0,0.01,0.0,0.0,27.0,Sputnik V,Ministry of Health
485,Bolivia,BOL,2021-02-03,3560.0,0.0,0.0,593.0,0.03,0.0,0.0,51.0,Sputnik V,Ministry of Health
486,Bolivia,BOL,2021-02-04,0.0,0.0,0.0,627.0,0.0,0.0,0.0,54.0,Sputnik V,Ministry of Health
487,Bolivia,BOL,2021-02-05,0.0,0.0,0.0,743.0,0.0,0.0,0.0,64.0,Sputnik V,Ministry of Health
488,Bolivia,BOL,2021-02-06,0.0,0.0,0.0,857.0,0.0,0.0,0.0,73.0,Sputnik V,Ministry of Health
489,Bolivia,BOL,2021-02-07,0.0,0.0,0.0,971.0,0.0,0.0,0.0,83.0,Sputnik V,Ministry of Health
490,Bolivia,BOL,2021-02-08,0.0,0.0,0.0,1017.0,0.0,0.0,0.0,87.0,Sputnik V,Ministry of Health
491,Bolivia,BOL,2021-02-09,0.0,0.0,0.0,989.0,0.0,0.0,0.0,85.0,Sputnik V,Ministry of Health
492,Bolivia,BOL,2021-02-10,0.0,0.0,0.0,826.0,0.0,0.0,0.0,71.0,Sputnik V,Ministry of Health
493,Bolivia,BOL,2021-02-11,10167.0,0.0,0.0,826.0,0.09,0.0,0.0,71.0,Sputnik V,Ministry of Health
494,Brazil,BRA,2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
495,Brazil,BRA,2021-01-17,112.0,112.0,0.0,112.0,0.0,0.0,0.0,1.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
496,Brazil,BRA,2021-01-18,1109.0,1109.0,0.0,554.0,0.0,0.0,0.0,3.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
497,Brazil,BRA,2021-01-19,11470.0,11470.0,0.0,3823.0,0.01,0.01,0.0,18.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
498,Brazil,BRA,2021-01-20,28543.0,28543.0,0.0,7136.0,0.01,0.01,0.0,34.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
499,Brazil,BRA,2021-01-21,136519.0,136519.0,0.0,27304.0,0.06,0.06,0.0,128.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
500,Brazil,BRA,2021-01-22,245877.0,245877.0,0.0,40980.0,0.12,0.12,0.0,193.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
501,Brazil,BRA,2021-01-23,537774.0,537774.0,0.0,76825.0,0.25,0.25,0.0,361.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
502,Brazil,BRA,2021-01-24,604722.0,604722.0,0.0,86373.0,0.28,0.28,0.0,406.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
503,Brazil,BRA,2021-01-25,700608.0,700608.0,0.0,99928.0,0.33,0.33,0.0,470.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
504,Brazil,BRA,2021-01-26,848883.0,848883.0,0.0,119630.0,0.4,0.4,0.0,563.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
505,Brazil,BRA,2021-01-27,1129885.0,1129885.0,0.0,157335.0,0.53,0.53,0.0,740.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
506,Brazil,BRA,2021-01-28,1450900.0,1450900.0,0.0,187769.0,0.68,0.68,0.0,883.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
507,Brazil,BRA,2021-01-29,1668032.0,1656851.0,0.0,203165.0,0.78,0.78,0.0,956.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
508,Brazil,BRA,2021-01-30,2003211.0,1923813.0,0.0,209348.0,0.94,0.91,0.0,985.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
509,Brazil,BRA,2021-01-31,2074059.0,2046523.0,0.0,209905.0,0.98,0.96,0.0,988.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
510,Brazil,BRA,2021-02-01,2124307.0,2107624.0,0.0,203386.0,1.0,0.99,0.0,957.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
511,Brazil,BRA,2021-02-02,2292551.0,2292551.0,0.0,206238.0,1.08,1.08,0.0,970.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
512,Brazil,BRA,2021-02-03,2521704.0,2521704.0,0.0,198831.0,1.19,1.19,0.0,935.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
513,Brazil,BRA,2021-02-04,3073057.0,3073057.0,0.0,231737.0,1.45,1.45,0.0,1090.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
514,Brazil,BRA,2021-02-05,3074906.0,3074906.0,0.0,200982.0,1.45,1.45,0.0,946.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
515,Brazil,BRA,2021-02-06,3401383.0,3399421.0,1962.0,199739.0,1.6,1.6,0.0,940.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
516,Brazil,BRA,2021-02-07,3553681.0,3534004.0,19677.0,211375.0,1.67,1.66,0.01,994.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
517,Brazil,BRA,2021-02-08,3605538.0,3579850.0,25688.0,211604.0,1.7,1.68,0.01,996.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
518,Brazil,BRA,2021-02-09,3820207.0,3786591.0,33616.0,218237.0,1.8,1.78,0.02,1027.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
519,Brazil,BRA,2021-02-10,4120332.0,4069677.0,50655.0,228375.0,1.94,1.91,0.02,1074.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
520,Brazil,BRA,2021-02-11,4406835.0,4326075.0,80760.0,190540.0,2.07,2.04,0.04,896.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
521,Brazil,BRA,2021-02-12,4696136.0,4586270.0,109866.0,231604.0,2.21,2.16,0.05,1090.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
522,Brazil,BRA,2021-02-13,5125206.0,4946738.0,178468.0,246260.0,2.41,2.33,0.08,1159.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
523,Brazil,BRA,2021-02-14,5236943.0,5042713.0,194230.0,240466.0,2.46,2.37,0.09,1131.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
524,Brazil,BRA,2021-02-15,5293979.0,5076110.0,217869.0,241206.0,2.49,2.39,0.1,1135.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
525,Brazil,BRA,2021-02-16,5609937.0,5324317.0,285620.0,255676.0,2.64,2.5,0.13,1203.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
526,Brazil,BRA,2021-02-17,5883539.0,5326007.0,557532.0,251887.0,2.77,2.51,0.26,1185.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
527,Brazil,BRA,2021-02-18,6206680.0,5482925.0,723755.0,257121.0,2.92,2.58,0.34,1210.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
528,Brazil,BRA,2021-02-19,6535156.0,5640483.0,894673.0,262717.0,3.07,2.65,0.42,1236.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
529,Brazil,BRA,2021-02-20,6813168.0,5756361.0,1056807.0,241137.0,3.21,2.71,0.5,1134.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
530,Brazil,BRA,2021-02-21,6950802.0,5817908.0,1132894.0,244837.0,3.27,2.74,0.53,1152.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
531,Brazil,BRA,2021-02-22,7028356.0,5857080.0,1171276.0,247768.0,3.31,2.76,0.55,1166.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
532,Brazil,BRA,2021-02-23,7297061.0,6002873.0,1294188.0,241018.0,3.43,2.82,0.61,1134.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil
533,Bulgaria,BGR,2020-12-29,1719.0,1719.0,0.0,0.0,0.02,0.02,0.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
534,Bulgaria,BGR,2020-12-30,4608.0,4608.0,0.0,2889.0,0.07,0.07,0.0,416.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
535,Bulgaria,BGR,2020-12-31,0.0,0.0,0.0,1477.0,0.0,0.0,0.0,213.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
536,Bulgaria,BGR,2021-01-01,4739.0,4739.0,0.0,1007.0,0.07,0.07,0.0,145.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
537,Bulgaria,BGR,2021-01-02,0.0,0.0,0.0,799.0,0.0,0.0,0.0,115.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
538,Bulgaria,BGR,2021-01-03,0.0,0.0,0.0,675.0,0.0,0.0,0.0,97.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
539,Bulgaria,BGR,2021-01-04,0.0,0.0,0.0,592.0,0.0,0.0,0.0,85.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
540,Bulgaria,BGR,2021-01-05,5448.0,5448.0,0.0,533.0,0.08,0.08,0.0,77.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
541,Bulgaria,BGR,2021-01-06,7913.0,7913.0,0.0,472.0,0.11,0.11,0.0,68.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
542,Bulgaria,BGR,2021-01-07,11117.0,11117.0,0.0,920.0,0.16,0.16,0.0,132.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
543,Bulgaria,BGR,2021-01-08,13355.0,13355.0,0.0,1231.0,0.19,0.19,0.0,177.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
544,Bulgaria,BGR,2021-01-09,13473.0,13473.0,0.0,1222.0,0.19,0.19,0.0,176.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
545,Bulgaria,BGR,2021-01-10,0.0,0.0,0.0,1246.0,0.0,0.0,0.0,179.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
546,Bulgaria,BGR,2021-01-11,14161.0,14161.0,0.0,1270.0,0.2,0.2,0.0,183.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
547,Bulgaria,BGR,2021-01-12,15780.0,15780.0,0.0,1476.0,0.23,0.23,0.0,212.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
548,Bulgaria,BGR,2021-01-13,17038.0,17038.0,0.0,1304.0,0.25,0.25,0.0,188.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
549,Bulgaria,BGR,2021-01-14,17686.0,17686.0,0.0,938.0,0.25,0.25,0.0,135.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
550,Bulgaria,BGR,2021-01-15,18126.0,18126.0,0.0,682.0,0.26,0.26,0.0,98.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
551,Bulgaria,BGR,2021-01-16,18332.0,18332.0,0.0,694.0,0.26,0.26,0.0,100.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
552,Bulgaria,BGR,2021-01-17,18453.0,18453.0,0.0,662.0,0.27,0.27,0.0,95.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
553,Bulgaria,BGR,2021-01-18,19638.0,18524.0,1114.0,782.0,0.28,0.27,0.02,113.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
554,Bulgaria,BGR,2021-01-19,22226.0,19058.0,3168.0,921.0,0.32,0.27,0.05,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
555,Bulgaria,BGR,2021-01-20,24127.0,19834.0,4293.0,1013.0,0.35,0.29,0.06,146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
556,Bulgaria,BGR,2021-01-21,25251.0,20719.0,4532.0,1081.0,0.36,0.3,0.07,156.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
557,Bulgaria,BGR,2021-01-22,26101.0,21496.0,4605.0,1139.0,0.38,0.31,0.07,164.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
558,Bulgaria,BGR,2021-01-23,26119.0,21509.0,4610.0,1112.0,0.38,0.31,0.07,160.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
559,Bulgaria,BGR,2021-01-24,26143.0,21533.0,4610.0,1099.0,0.38,0.31,0.07,158.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
560,Bulgaria,BGR,2021-01-25,26798.0,22129.0,4669.0,1023.0,0.39,0.32,0.07,147.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
561,Bulgaria,BGR,2021-01-26,29122.0,23667.0,5455.0,985.0,0.42,0.34,0.08,142.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
562,Bulgaria,BGR,2021-01-27,32917.0,25245.0,7672.0,1256.0,0.47,0.36,0.11,181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
563,Bulgaria,BGR,2021-01-28,37636.0,26753.0,10883.0,1769.0,0.54,0.39,0.16,255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
564,Bulgaria,BGR,2021-01-29,40805.0,27856.0,12949.0,2101.0,0.59,0.4,0.19,302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
565,Bulgaria,BGR,2021-01-30,41020.0,27957.0,13063.0,2129.0,0.59,0.4,0.19,306.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
566,Bulgaria,BGR,2021-01-31,41125.0,28041.0,13084.0,2140.0,0.59,0.4,0.19,308.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
567,Bulgaria,BGR,2021-02-01,42634.0,28978.0,13656.0,2262.0,0.61,0.42,0.2,326.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
568,Bulgaria,BGR,2021-02-02,45917.0,30817.0,15100.0,2399.0,0.66,0.44,0.22,345.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
569,Bulgaria,BGR,2021-02-03,50124.0,33691.0,16433.0,2458.0,0.72,0.48,0.24,354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
570,Bulgaria,BGR,2021-02-04,54025.0,36929.0,17096.0,2341.0,0.78,0.53,0.25,337.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
571,Bulgaria,BGR,2021-02-05,56860.0,39468.0,17392.0,2294.0,0.82,0.57,0.25,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
572,Bulgaria,BGR,2021-02-06,57016.0,39624.0,17392.0,2285.0,0.82,0.57,0.25,329.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
573,Bulgaria,BGR,2021-02-07,57038.0,39646.0,17392.0,2273.0,0.82,0.57,0.25,327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
574,Bulgaria,BGR,2021-02-08,58888.0,41407.0,17481.0,2322.0,0.85,0.6,0.25,334.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
575,Bulgaria,BGR,2021-02-09,62428.0,44482.0,17946.0,2359.0,0.9,0.64,0.26,340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
576,Bulgaria,BGR,2021-02-10,66163.0,47551.0,18612.0,2291.0,0.95,0.68,0.27,330.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
577,Bulgaria,BGR,2021-02-11,71123.0,51435.0,19688.0,2443.0,1.02,0.74,0.28,352.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
578,Bulgaria,BGR,2021-02-12,74694.0,54123.0,20571.0,2548.0,1.07,0.78,0.3,367.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
579,Bulgaria,BGR,2021-02-13,75320.0,54646.0,20674.0,2615.0,1.08,0.79,0.3,376.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
580,Bulgaria,BGR,2021-02-14,75388.0,54690.0,20698.0,2621.0,1.08,0.79,0.3,377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
581,Bulgaria,BGR,2021-02-15,77436.0,56113.0,21323.0,2650.0,1.11,0.81,0.31,381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
582,Bulgaria,BGR,2021-02-16,81338.0,58562.0,22776.0,2701.0,1.17,0.84,0.33,389.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
583,Bulgaria,BGR,2021-02-17,85920.0,61813.0,24107.0,2822.0,1.24,0.89,0.35,406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
584,Bulgaria,BGR,2021-02-18,90514.0,65073.0,25441.0,2770.0,1.3,0.94,0.37,399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
585,Bulgaria,BGR,2021-02-19,104268.0,77518.0,26750.0,4225.0,1.5,1.12,0.38,608.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
586,Bulgaria,BGR,2021-02-20,108356.0,81433.0,26923.0,4719.0,1.56,1.17,0.39,679.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
587,Bulgaria,BGR,2021-02-21,119354.0,92381.0,26973.0,6281.0,1.72,1.33,0.39,904.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health
